Diagnosis_date,Type,cases,Temperature_l,Temperature_h
2021/9/18,HFMD,16,26.2,
2021/9/19,HFMD,18,27.8,
2021/9/20,HFMD,15,20.5,31.1
2021/9/21,HFMD,19,21.1,33.8
2021/9/22,HFMD,17,36.2,
2021/9/23,HFMD,19,36.2,
2021/9/24,HFMD,17,36.4,
2021/9/25,HFMD,14,36.9,
2021/9/26,HFMD,33,37.3,
2021/9/27,HFMD,27,23.6,28.5
2021/9/28,HFMD,31,23,26.5
2021/9/29,HFMD,22,31.5,
2021/9/30,HFMD,27,22.3,33
2021/10/1,HFMD,20,23.2,33.8
2021/10/2,HFMD,22,36.3,
2021/10/3,HFMD,35,36.5,
2021/10/4,HFMD,21,36.7,
2021/10/5,HFMD,31,32.7,
2021/10/6,HFMD,24,24.2,
2021/10/7,HFMD,25,20,
2021/10/8,HFMD,25,26,
2021/10/9,HFMD,31,20.2,27.9
2021/10/10,HFMD,9,15.2,23.2
2021/10/11,HFMD,18,,17.7
2021/10/12,HFMD,17,21,
2021/10/13,HFMD,30,24.2,
2021/10/14,HFMD,34,21.5,
2021/10/15,HFMD,22,18.5,
2021/10/16,HFMD,13,16,
2021/10/17,HFMD,22,14.2,18.1
2021/10/18,HFMD,23,17.2,
2021/10/19,HFMD,23,16.6,
2021/10/20,HFMD,12,15.6,
2021/10/21,HFMD,17,18.7,
2021/10/22,HFMD,24,19.6,
2021/10/23,HFMD,20,13.3,21.2
2021/10/24,HFMD,20,13.3,23
2021/10/25,HFMD,30,18.7,
2021/10/26,HFMD,34,17.9,
2021/10/27,HFMD,19,15.6,17.8
2021/10/28,HFMD,25,15.6,18.3
2021/10/29,HFMD,23,20.3,
2021/10/30,HFMD,25,20.8,
2021/10/31,HFMD,25,19,
2021/11/1,HFMD,34,,
2021/11/2,HFMD,26,17.8,
2021/11/3,HFMD,21,17.2,
2021/11/4,HFMD,35,18.2,
2021/11/5,HFMD,31,20,
2021/11/6,HFMD,14,20.3,
2021/11/7,HFMD,20,8.2,14
2021/11/8,HFMD,21,13.5,
2021/11/9,HFMD,23,9.4,13.8
2021/11/10,HFMD,21,6.9,16.1
2021/11/11,HFMD,29,,11.5
2021/11/12,HFMD,21,14.1,
2021/11/13,HFMD,15,14,
2021/11/14,HFMD,11,13.1,
2021/11/15,HFMD,21,10.5,14.4
2021/11/16,HFMD,18,12.8,
,,,10.2,14.2
,,,15.3,
,,,10.6,13.4
,,,12.1,13.8
,,,9.7,12.9
,,,9.1,12.7
,,,15,
,,,8.8,16
,,,17.2,
,,,18,
,,,,
,,,12.2,15.5
,,,11,13.8
,,,8,16.7
,,,9.6,15.5
,,,8.7,17.5
,,,8.1,16.8
,,,11.2,15.8
,,,18.2,
,,,10.3,15.4
,,,15.7,
,,,11.7,13.2
,,,11,15.6
,,,13.5,
,,,10.3,12.2
,,,9.5,12.4
,,,16.2,
,,,11.7,14
,,,13,
,,,14.9,
,,,11.9,
,,,,
,,,13.4,
,,,9.5,12.6
,,,7,14.2
,,,6.2,15.8
,,,12,
,,,9.9,13.1
,,,8.9,11.8
,,,,
,,,6.1,
,,,7.1,
,,,10.6,
,,,6,9
,,,10.1,
,,,12.8,
,,,11.9,
,,,10.9,
,,,10.6,
,,,7.5,12
,,,9.8,12.1
,,,9.6,10.6
,,,11.3,
,,,13.3,
,,,10.2,15
,,,9.4,15.4
,,,12.5,
,,,11.7,
,,,12.1,
,,,,
,,,7.9,12.3
,,,6.6,16
,,,6.3,17.1
,,,17.3,
,,,11.9,
,,,10.7,
,,,11.7,
,,,12.4,
,,,11.4,
,,,11.6,
,,,11.9,
,,,10.5,
,,,6.2,8.5
,,,8.3,
,,,6.9,9.7
,,,12,
,,,5.6,9.1
,,,8.4,
,,,4.4,11.2
,,,11.7,
,,,7.8,10.4
,,,9,
,,,4.7,8.2
,,,6,7.3
,,,5.7,9.6
,,,8.7,
,,,11,
,,,7.8,13.2
,,,16.2,
,,,17.3,
,,,18.4,
,,,14.2,
,,,13.5,
,,,12.4,
,,,5.7,
,,,9.8,
,,,8.1,
,,,8.9,
,,,14,
,,,13.1,
,,,14.2,
,,,17.1,
,,,7.8,17.8
,,,19.5,
,,,17.6,
,,,16.2,
,,,19.3,
,,,11.4,19.8
,,,16.2,
,,,22.5,
,,,25.4,
,,,27.9,
,,,14.5,27
,,,28.6,
,,,30.5,
,,,28.9,
,,,19.2,30.3
,,,30.2,
,,,19.4,33.3
,,,28.2,
